Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US22005,22005,"Ascension Parish, Louisiana",6060,5337,365,133,65,33,127
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22005,22005,"Ascension Parish, Louisiana",110969,81354,26480,375,1446,57,1257
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US22005,22005,"Ascension Parish, Louisiana",117029,86691,26845,508,1511,90,1384
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",203,169,23,5,2,0,4
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11762,7838,3738,74,28,4,80
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11965,8007,3761,79,30,4,84
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",295,241,30,10,4,3,7
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11161,7611,3376,59,28,7,80
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11456,7852,3406,69,32,10,87
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",498,410,53,15,6,3,11
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",22923,15449,7114,133,56,11,160
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",23421,15859,7167,148,62,14,171
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",203,169,23,5,2,0,4
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11762,7838,3738,74,28,4,80
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11965,8007,3761,79,30,4,84
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",295,241,30,10,4,3,7
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11161,7611,3376,59,28,7,80
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11456,7852,3406,69,32,10,87
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",498,410,53,15,6,3,11
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",22923,15449,7114,133,56,11,160
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",23421,15859,7167,148,62,14,171
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",206,170,24,5,2,0,5
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11738,7831,3719,75,25,4,84
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11944,8001,3743,80,27,4,89
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",285,230,32,9,4,3,7
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11131,7591,3364,61,29,7,79
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11416,7821,3396,70,33,10,86
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",491,400,56,14,6,3,12
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",22869,15422,7083,136,54,11,163
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",23360,15822,7139,150,60,14,175
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",220,183,24,5,2,0,6
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11691,7826,3670,69,34,4,88
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11911,8009,3694,74,36,4,94
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",286,230,29,11,7,3,6
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",10990,7548,3260,59,31,7,85
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11276,7778,3289,70,38,10,91
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",506,413,53,16,9,3,12
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",22681,15374,6930,128,65,11,173
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",23187,15787,6983,144,74,14,185
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",225,182,30,5,0,0,8
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11607,7825,3579,70,35,4,94
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11832,8007,3609,75,35,4,102
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",277,222,28,9,7,4,7
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",10964,7547,3229,56,31,7,94
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11241,7769,3257,65,38,11,101
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",502,404,58,14,7,4,15
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",22571,15372,6808,126,66,11,188
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",23073,15776,6866,140,73,15,203
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",252,205,33,5,0,0,9
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11596,7815,3582,66,38,4,91
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11848,8020,3615,71,38,4,100
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",302,239,31,13,7,4,8
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11046,7598,3248,59,31,7,103
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11348,7837,3279,72,38,11,111
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",554,444,64,18,7,4,17
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",22642,15413,6830,125,69,11,194
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",23196,15857,6894,143,76,15,211
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",269,227,27,4,0,0,11
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",11497,7722,3576,64,38,5,92
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11766,7949,3603,68,38,5,103
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",328,265,33,13,6,4,7
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US22007,22007,"Assumption Parish, Louisiana",10940,7486,3251,58,37,7,101
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US22007,22007,"Assumption Parish, Louisiana",11268,7751,3284,71,43,11,108
